"id","question","answer_a","answer_b","answer_c","correct","media","points","category"
"7583","Jaki odstęp od wyprzedzanego pojazdu lub uczestnika ruchu musisz zachować, kierując motocyklem poza obszarem zabudowanym?","Co najmniej 1,5 metra, jeśli wyprzedzasz kolumnę pieszych.","Co najmniej 2 metry, jeśli wyprzedzasz rower.","Co najmniej 1 metr, jeśli wyprzedzasz motocykl.","C","","1","A,A1,A2"
"7585","Który z wymienionych czynników ma największy wpływ na długość drogi hamowania motocykla, gdy jedziesz w dobrych warunkach atmosferycznych?","Czas reakcji kierowcy.","Prędkość, z jaką porusza się motocykl.","Ubiór używany przez motocyklistę.","B","3B117.jpg","1","A,A1,A2"
"7586","Jaki minimalny odstęp powinien być zachowany między kolumnami motorowerów?","100 metrów.","200 metrów.","500 metrów.","B","","1","AM"
"7587","Jaki odstęp należy zachować podczas wyprzedzania motorowerem kolumny pieszych?","Bezpieczny, jednak nie mniejszy niż 1 metr.","Co najmniej 1,5 metra.","Dowolny, przepisy tego nie określają.","A","","1","AM"
"7588","Czy kierując motocyklem, masz obowiązek używania kasku ochronnego?","Tak, ale tylko w przypadku, gdy przewozisz pasażera.","Nie, ale jego używanie jest zalecane.","Tak, chyba że motocykl jest fabrycznie wyposażony w pasy bezpieczeństwa.","C","","1","A,A1,A2"
"7589","Z którym ze skutków powinieneś się liczyć podczas długotrwałej jazdy pojazdem jednośladowym w przemoczonym ubiorze?","Z przegrzaniem organizmu.","Z wychłodzeniem organizmu.","Wyłącznie z pogorszeniem samopoczucia wynikającym z wilgoci.","B","3A220.jpg","1","A,AM,A1,A2"
"7591","Którą z funkcji powinny przede wszystkim spełniać rękawice używane przez motocyklistę?","Zwiększać siłę, z jaką trzyma on kierownicę.","Zapewniać profesjonalny wygląd, w komplecie z kombinezonem.","Chronić dłonie w razie upadku.","C","3A224.jpg","1","A,A1,A2"
"7592","Którą z funkcji powinien przede wszystkim spełniać kombinezon używany przez motocyklistę?","Zapewniać estetyczny wygląd jego sylwetki.","Zmniejszać wrażliwość na boczne powiewy wiatru.","Chronić przed urazami w razie upadku.","C","","1","A,A1,A2"
"7593","Czy kierując motorowerem na drodze za tym znakiem, masz obowiązek używać kasku ochronnego?","Nie, ponieważ droga nie jest drogą publiczną.","Nie, jeśli droga nie ma twardej nawierzchni.","Tak.","C","3A226.jpg","1","AM"
"7596","Którym z wymienionych pojazdów wolno Ci kierować, jeśli masz prawo jazdy kategorii AM?","Motocyklem.","Motorowerem.","Każdym czterokołowcem.","B","","1","AM"
"7599","Jeżeli długość drogi hamowania motocykla, którym kierujesz z prędkością 30 km/h, wynosi około 6 metrów, to zwiększenie prędkości do 60 km/h spowoduje:","wydłużenie drogi hamowania do około 12 metrów.","wydłużenie drogi hamowania do około 24 metrów.","wydłużenie drogi hamowania do około 36 metrów.","B","","1","A,A1,A2"
"7602","Jak powinien być oznakowany ciągnik rolniczy bez przyczepy?","Trójkątnym światłem odblaskowym.","Trójkątną tablicą wyróżniającą, wierzchołkiem trójkąta skierowanym ku dołowi.","Trójkątną tablicą wyróżniającą, wierzchołkiem trójkąta skierowanym ku górze.","C","4A212_.jpg","1","T"
"7603","Który z podanych wymogów powinny spełniać opony przyczepy rolniczej?","Głębokość rzeźby ich bieżnika powinna wynosić co najmniej 3 mm.","Znajdujące się na kołach jednej osi pojazdu opony powinny mieć taką samą konstrukcję, w tym rzeźbę bieżnika.","Powinny mieć bieżnik ułatwiający wyłącznie jazdę w terenie.","B","4A214_.jpg","1","T"
"7604","Prawidłowo ustawione lusterko zewnętrzne ciągnika rolniczego pokazuje:","tylko obszar przestrzeni obok pojazdu.","fragment boku pojazdu i odpowiedni do strony pojazdu obszar przestrzeni za pojazdem.","tylko obszar przestrzeni za pojazdem.","B","","1","T"
"7606","Którą z wymienionych możliwości powinieneś wybrać, kierując ciągnikiem w błotnistym terenie?","Jechać slalomem.","Włączyć blokadę mechanizmu różnicowego.","Wykorzystać wysokie obroty silnika.","B","4B3B17_.jpg","1","T"
"7607","W jaki sposób kierujący ciągnikiem rolniczym z przyczepą powinien kontrolować swój tor jazdy podczas cofania?","Patrząc przez tylną szybę i lusterka zewnętrzne.","Patrząc tylko przez tylną szybę.","Patrząc tylko w lusterka zewnętrzne.","A","","1","T"
"7608","Czy podczas jazdy ciągnikiem rolniczym po drodze z licznymi zakrętami, zalecane jest włączenie blokady mechanizmu różnicowego?","Tak.","Nie, ze względu na możliwość uszkodzenia mechanizmu.","Tak, pod warunkiem jazdy z predkością do 12 km/h.","B","","1","T"
"7609","Kiedy nie powinieneś włączać przedniego napędu kierując ciągnikiem rolniczym?","Podczas jazdy po drodze twardej, chyba że zachodzi konieczność pokonania chwilowych oporów.","Podczas poślizgu kół tylnych.","Podczas jazdy po grząskim terenie.","A","","1","T"
"7610","W którym z przypadków nie należy włączać blokady mechanizmu różnicowego w ciągniku rolniczym?","Podczas jazdy po grząskim terenie.","Podczas jazdy po drodze krętej.","Podczas prac polowych.","B","","1","T"
"7612","Którą z wymienionych technik należy zastosować, zjeżdżając ze wzniesienia?","Włączyć tym niższy bieg, im większy jest spadek.","Zjeżdżać przy wyłączonym biegu.","Włączyć tym wyższy bieg, im większy jest spadek.","A","","1","T"
"7613","Co powinieneś uwzględnić podczas jazdy po łuku ciągnikiem rolniczym z przyczepą jednoosiową?","Przyczepa jedzie po mniejszym promieniu niż ciągnik.","Przyczepa jedzie po większym promieniu niż ciągnik.","Oba pojazdy poruszają się tym samym torem jazdy.","A","","1","T"
"7614","Czy dozwolone jest pozostawienie na postoju ciągnika rolniczego z podniesionym pługiem?","Nie.","Tak - bez względu na czas jego pozostawienia.","Tak, ale tylko do 5 minut.","A","4C1A16_.jpg","1","T"
"7615","Czy na drodze publicznej dozwolone jest przewożenie w przyczepie ciągniętej przez ciągnik rolniczy ładunku przekraczającego jej dopuszczalną ładowność?","Tak, o ile dopuszczalna ładowność przyczepy nie jest przekroczona o więcej niż 40% wielkości nominalnej.","Nie.","Tak, ale tylko na trasie nieprzekraczającej 5 km.","B","4C1B21_.jpg","1","T"
"7617","W jakich okolicznościach ładunek wystający z tyłu przyczepy ciągniętej przez ciągnik rolniczy powinien być oznakowany?","Jeżeli wystaje ponad 0,5 metra poza tylną płaszczyznę obrysu pojazdu.","Zawsze.","Wyłącznie podczas jazdy po drodze twardej.","A","4C1B29_.jpg","1","T"
"7621","Co stwierdza dowód rejestracyjny przyczepy?","Dopuszczenie jej do ruchu na drogach publicznych.","Możliwość jej sprzęgnięcia z każdym pojazdem.","Jjej sprawność w całym okresie użytkowania.","A","","1","T"
"7622","Który z tych obowiązków dotyczy właściciela ciągnika rolniczego?","Ubezpieczenie pojazdu w zakresie NW.","Zawiadomienie starosty w ciągu 30 dni o sprzedaży pojazdu.","Dokonywanie napraw ciągnika tylko w autoryzowanym serwisie.","B","4C208_.jpg","1","T"
"7625","Do kierowania którym z pojazdów uprawnia prawo jazdy kategorii T?","Samochodem ciężarowym.","Ciągnikiem rolniczym lub pojazdem wolnobieżnym.","Pojazdem samochodowym o masie własnej do 550 kg, z wyjątkiem motocykla.","B","","1","T"
"7626","Do kierowania którym z pojazdów uprawnia prawo jazdy kategorii T?","Ciągnikiem rolniczym z dwiema przyczepami.","Ciągnikiem balastowym.","Każdym motocyklem.","A","","1","T"
"7627","Jaki obowiązek ma właściciel ciągnika rolniczego, który sprzedał pojazd?","Zwrócić dowód rejestracyjny do urzędu.","Przekazać nowemu właścicielowi dowoód rejestracyjny.","Zwrócić tablice rejestracyjne do urzędu.","B","","1","T"
"7628","Który z wymienionych czynników w największym stopniu decyduje o długości drogi zatrzymania ciągnika rolniczego podczas awaryjnego hamowania?","Rodzaj i stan nawierzchni oraz warunki atmosferyczne.","Masa kierujacego ciagnikiem.","Dopuszczalna masa całkowita ciągnika.","A","4B101_.jpg","1","T"
"7629","Który z wymienionych czynników powinieneś, przede wszystkim, uwzględnić dostosowując podczas jazdy odległość od pojazdu jadącego przed Tobą?","Rodzaj nawierzchni i warunki panujące na drodze.","Wyłącznie siłę bocznego wiatru.","Wyłącznie natężenie ruchu drogowego.","A","","1","T"
"7630","Od którego z wymienionych czynników, zależy przyczepność opon ciągnika rolniczego do nawierzchni jezdni?","Od masy przewożonego pasażera.","Od mocy silnika.","Od rodzaju i stanu nawierzchni jezdni.","C","4B104_.jpg","1","T"
"7631","Który z wymienionych czynników, wpływa na wydłużenie drogi hamowania ciągnika rolniczego?","Zmniejszenie przyczepności opon do jezdni.","Zwiększenie przyczepności opon do jezdni.","Jazda pod górę.","A","4B105_.jpg","1","T"
"7632","Jaki wpływ na długość drogi hamowania, ma zawilgocenie jezdni spowodowane deszczem?","Skraca drogę hamowania.","Wydłuża drogę hamowania.","Droga hamowania jest niezależna od stanu jezdni.","B","4B107_.jpg","1","T"
"7633","Jaka może być minimalna odległość między jadącymi kolumnami ciągników rolniczych?","50 metrów.","100 metrów.","200 metrów.","C","","1","T"
"7634","Ile metrów odstępu od pojazdu poprzedzającego masz obowiązek zachować podczas zatrzymania w tunelu wynikającego z warunków ruchu?","Co najmniej 5 metrów.","Co najmniej 10 metrów.","Co najmniej 15 metrów.","A","","1","T"
"7635","Jakich świateł nie należy używać podczas jazdy ciągnikiem rolniczym w gęstej mgle?","Mijania.","Drogowych.","Przeciwmgłowych tylnych.","B","","1","T"
"7639","W którym przypadku masz obowiązek dawać krótkotrwałe sygnały dźwiękowe podczas jazdy ciągnikiem rolniczym we mgle?","W czasie omijania poza obszarem zabudowanym.","W czasie wymijania poza obszarem zabudowanym.","W czasie omijania na obszarze zabudowanym.","A","","1","T"
"7661","Który z przedmiotów stanowi obowiązkowe wyposażenie autobusu używanego w komunikacji miejskiej?","Ogumione koło zapasowe.","Apteczka doraźnej pomocy.","Trójkąt ostrzegawczy.","C","6A202_1.jpg","1","D"
"7662","W którym przypadku pasy bezpieczeństwa są zapięte prawidłowo?","Gdy przylegają do szyi.","Gdy są w ogóle zapięte, niezależnie od sposobu przylegania do ciała.","Gdy przylegają do ciała poniżej szyi.","C","6A207_1.jpg","1","D"
"7663","Ile osób wolno Ci przewozić autobusem przegubowym komunikacji miejskiej?","Nie więcej niż ich liczba określona przez przewoźnika.","Nie więcej niż liczba miejsc określonych w dowodzie rejestracyjnym.","Tyle, ile się faktycznie zmieści w pojeździe, pod warunkiem, że jego drzwi można zamknąć.","B","","1","D,D1"
"7664","W jakim celu używa się hamulca przystankowego w autobusie?","Do zatrzymania pojazdu podczas jazdy w sytuacji awaryjnej.","Do unieruchomienia pojazdu na przystanku.","Wyłącznie do unieruchomienia pojazdu podczas dłuższego postoju.","B","6C1A09_1.jpg","1","D"
"7665","Ile wynosi maksymalny łączny czas prowadzenia autobusu w ciągu dwóch kolejnych tygodni?","100 godzin.","90 godzin.","Jest określony wyłącznie umową o pracę.","B","","1","D,D1"
"7666","Rekompensatą za skrócony tygodniowy okres odpoczynku kierowcy jest dodatkowy odpoczynek, który powinien wykorzystać:","w kilku częściach.","w dwóch równych częściach.","jednorazowo.","C","","1","D,D1"
"7667","Wykonujesz autobusem przewóz drogowy. Jaki okres muszą obejmować dokumentujące Twoją aktywność wykresówki, zapisy odręczne i wydruki, które masz obowiązek mieć przy sobie?","Dzień bieżący i poprzednie 45 dni.","Dzień bieżący i poprzednie 28 dni.","Bieżący i poprzedni miesiąc.","B","6A3A09_1.jpg","1","D,D1"
"7668","Jak długi okres odpoczynku musi wykorzystać kierowca jako rekompensatę za skrócony tygodniowy okres odpoczynku, który trwał 24 godziny?","15 godzin.","21 godzin.","25 godzin.","B","","1","D,D1"
"7671","O ile razy wydłuży się droga hamowania, jeżeli dwukrotnie zwiększysz prędkość autobusu, którym kierujesz?","O dwa razy.","O cztery razy.","O sześć razy.","B","6B104_1.jpg","1","D,D1"
"7673","W którym z wymienionych przypadków masz obowiązek dawać krótkotrwałe sygnały dźwiękowe podczas jazdy autobusem we mgle?","W czasie wyprzedzania na obszarze zabudowanym.","W czasie wyprzedzania poza obszarem zabudowanym.","W czasie omijania na obszarze zabudowanym.","B","6B204_1.jpg","1","D,D1"
"7674","Co może być przyczyną niewłaściwej oceny sytuacji na drodze przez kierującego autobusem?","Jazda z małą prędkością.","Duże natężenie ruchu.","Bardzo złe warunki atmosferyczne.","C","","1","D,D1"
"7675","W jakiej sytuacji masz prawo używać tylnych świateł przeciwmgłowych, gdy kierujesz autobusem?","W deszczu, niezależnie od tego, na jaką odległość ograniczona jest widoczność.","We mgle ograniczającej widoczność na odległość mniejszą niż 50 metrów.","Przy opadach śniegu ograniczających widoczność na odległość 100 metrów.","B","","1","D,D1"
"7676","W jakiej sytuacji masz obowiązek przełączyć światła drogowe na światła mijania, gdy kierujesz autobusem?","Gdy widzisz na poboczu światła pozycyjne zaparkowanego pojazdu.","Gdy widzisz zbliżający się pojazd nadjeżdżającego z przeciwka.","Gdy widzisz pieszego idącego w tym samym kierunku, w którym jedziesz.","B","","1","D,D1"
"7677","W jakiej sytuacji powinieneś używać zwalniacza prędkości podczas jazdy autobusem w terenie górzystym?","Zawsze podczas hamowania.","Tylko na zakrętach.","Tylko podczas dojeżdżania do wierzchołka wzniesienia.","A","","1","D,D1"
"7678","W jakiej sytuacji system ABS może być nieskuteczny podczas hamowania autobusu?","W czasie jazdy w deszczu.","W czasie jazdy po licznych nierównościach drogi.","W czasie jazdy na suchej nawierzchni jezdni.","B","","1","D,D1"
"7679","W jakiej pozycji powinieneś ustawić fotel kierowcy, przygotowując się do jazdy autobusem?","Zawsze jak najwyżej, bo wtedy lepiej widać jezdnię bezpośrednio przed pojazdem.","W takiej pozycji względem urządzeń sterujących, by pedał sprzęgła wciskać lekko ugiętą nogą.","W każdym przypadku jak najdalej od kierownicy, zapewniając sobie wygodę.","B","","1","D,D1"
"7680","Co powinieneś widzieć we właściwie ustawionym lusterku zewnętrznym kierując autobusem?","Tylko obszar przestrzeni obok pojazdu.","Tylko obszar przestrzeni za pojazdem.","Fragment boku pojazdu i odpowiedni do strony pojazdu obszar przestrzeni za nim.","C","","1","D,D1"
"7682","W jaki sposób powinieneś zwiększać prędkość jazdy autobusu, chcąc jechać ekonomicznie?","Tak dobierając bieg, aby wskazówka obrotomierza po zmianie biegu na wyższy, nie spadała poniżej zakresu zielonego pola.","Jak najszyciej osiągając maksymalne prędkości na każdym biegu.","Zmieniając kolejno biegi wtedy, gdy wskazówka obrotomierza wychyla się do maksimum.","A","","1","D,D1"
"7683","Który ze sposobów zatrzymania autobusu przed skrzyżowaniem na jezdni suchej jest właściwy?","Wciśnięcie pedału sprzęgła, a następnie hamulca.","Jednocześne wciśnięcie pedału sprzęgła i hamulca.","Wciśnięcie pedału hamulca, a w końcowej fazie hamowania - pedału sprzęgła.","C","","1","D,D1"
"7684","W którym z wymienionych przypadków, uzyskuje się największą skuteczność hamowania autobusu przy pomocy hamulca silnikowego?","Przy niskich obrotach silnika.","Przy wysokich obrotach silnika.","Przy małej prędkości autobusu.","B","6B306_1.jpg","1","D,D1"
"7685","Którą z wymienionych czynności powinieneś wykonać, aby rozpocząć hamowanie silnikiem?","Włączyć wyższy bieg, aby silnik miał niskie obroty.","Włączyć bieg neutralny (""luz"").","Zredukować bieg na niższy, aby wzrosły obroty silnika.","C","","1","D,D1"
"7686","Które z wymienionych czynności powinieneś wykonać, hamując gwałtownie autobusem w sytuacji awaryjnej?","Najpierw hamować retarderem, a potem hamulcem zasadniczym.","Najpierw wcisnąć sprzęgło, a potem hamulec zasadniczy.","Wcisnąć jednocześnie pedał hamulca i sprzęgła do oporu i kontrolować tor ruchu pojazdu","C","","1","D,D1"
"7687","Którą z wymienionych funkcji spełnia w autobusie retarder?","Zwiększa prędkość.","Stabilizuje tor jazdy na śliskiej drodze.","Zapewnia stałe hamowanie pojazdu na długotrwałych zjazdach.","C","","1","D,D1"
"7688","Której z wymienionych czynności nie wolno Ci wykonywać podczas przewożenia pasażerów autobusem?","Spożywania pokarmów.","Prowadzenia rozmów telefonicznych w sposób niewymagający trzymania słuchawki lub mikrofonu w ręku.","Słuchania radia.","A","","1","D,D1"
